utt_id,text,context,speaker,show,label,split
2_35,Oh no donÕt go. I have scared you. I have said too much. I am hopeless and awkward and desperate for love.,"I am not divorced yet. Chandler, you know you just invited me over here for pasta and all of a sudden you are talking about moving in together. I wasn't even that hungry. Its getting really late and I should just umm.",CHANDLER,FRIENDS,0,train
1_11697,The answer's in this puzzle box. Let's see if you can open it.,"Can you please just let it go? Oh, I can help you with that. Imagine you're holding an ordinary pen. While your favorite pen is safe and secure in your pocket. Hold that thought. Hello? How can I make this up to you?",PENNY,BBT,1,train
1_7341,I am talking to a man in space. If you don't have the (walkie-talkie static) then he might as well be at the Coffee Bean over on Lake Street.,"You know, joking, kidding around, hurting feelings. Okay, my turn. 
Let me talk to him. Go ahead. 2311 North Los Robles Avenue, Pasadena, California to International Space Station.
Can you read me? Over. (imitates walkie-talkie static) Yes, I read you, Sheldon. Copy that. Over. (imitates walkie-talkie static) What are you doing?",SHELDON,BBT,0,train
1_6426,"You know, the holidays are just around the corner. Maybe he wants to see if he can lodge the other testicle up there.","No, that was a different, different guy. Was he the one who used your head to open a nut? Oh, oh, oh. Was he the one who made you eat your arm hair? No, but, actually, that was this guy's sister. All right, well, what do you think he wants? I don't know.",SHELDON,BBT,1,train
1_4552,"...so anyway, to make a long story short, turns out I have an unusually firm cervix.","And here's where we are. The runts in a large litter.
unlikely to ever reach the nourishing teats of Indiana Jones. So I guess it's a good thing we stopped for dinner. You know, guys, when facing disappointment, Eat, Pray, Love  teaches us Oh, shut up.",AMY,BBT,0,train
2_305,Take a couple deep breaths.,"Okay, I can do this. I can tell her how I feel. Just uh, just stand up straight.",JOEY,FRIENDS,0,train
1_11913,It's why my people wandered the desert for 40 years. Took that long to walk it off.,I don't think I've eaten that much in my entire life.,HOWARD,BBT,1,train
2_498,"Uh, so how many cameras are actually on you.","Where's Monica? Over here Dad How to you zoom out? There she is Some girl ate Monica Shut up, the camera adds 10 pounds.",CHANDLER,FRIENDS,1,train
1_8159,And I'm cool with surprises. But nothing on a Jumbotron. I don't want to cry on a big screen like that.,"But if someday you decide you want to get married, you have to propose to me. Really? Yes. It's all on you. But I got to tell you, when the time comes, I want the whole nine yards. I want you down on one knee, flowers.
I want to be swept off my feet. Yeah, you got it.",LEONARD,BBT,0,train
1_3707,"Oh, I'm so glad you asked it like that. You.","Hey, Sheldon. I was up in the administration office, and I happened to overhear the name of the winner of this year's Chancellor's Award for Science. And you want to rub my nose in the fact that my contributions are being overlooked again? I am the William Shatner of theoretical physics. All right, I'll play. What self-important, preening fraud are they honoring this year?",LEONARD,BBT,1,train
2_583,And the bunny got away!,Look out! You almost crushed my hat Sorry,CHANDLER,FRIENDS,1,train
2_602,No way!,You wanna hear something that sucks. Do I ever. Chris says they're closing down the bar.,CHANDLER,FRIENDS,0,train
1_10810,I'll give you a plan right now. Step one: open comic book store. Step two: start rumor this comic book store gives you genital warts.,"For starters, they shed and bite. Hey, here's a thought.
Why don't we put up the rest of the money that Stuart needs? So, we'd be, like, owners of a comic book store? It's kind of a dream come true. That does sound fun. Ooh, maybe we could come up with a business plan to compete with this place.",SHELDON,BBT,0,train
1_11120,"Next time I might be in a rush, it's good to have a few in the bank.","There's nothing weird going on with me and your mother. Stewie, your bath is getting cold! I got to go, bye. Penny?
Penny.
Penny.
Penny.
Penny. You knocked more than usual.",SHELDON,BBT,0,train
2_567,"Well yes Ross, pressing my third nipple opens the delivery entrance to the magical land of Narnia.","So uh, does it do anything uh special?",CHANDLER,FRIENDS,1,train
1_3599,Why don't you keep that stuff in the bathroom?,"That's a great idea. I'm going to get him to sign a Batman as well. What is it about the word ""unique"" you don't understand? Damn, paper cut. Nothing worse than a paper cut. Well, obviously you don't remember your circumcision. There's Neosporin and Band-Aids in my top desk drawer.",HOWARD,BBT,0,train
1_10495,"And if it turns out you don't... - you and I could live together. - You and... Oh, sure.","Ugh! It's like walking into the Amazon.
And not the good Amazon with one-day shipping.
The awful one with birds and snakes. You hate the sound of all those keys on his key chain. Four keys!
Who does he think he is, a warden? See? Maybe you'll love living alone. I don't know. Perhaps.",AMY,BBT,1,train
2_217,Ohhh!!!!,"OK, I have a question. Well, actually, it's not so much a question as.. more of a general wondering... ment. OK. OK. Here goes. For a while now, I've been wanting to, um....",RACHEL,FRIENDS,0,train
1_971,"- Now?! - No, after my tongue has swollen to the size of a brisket!","Take that! What's the matter? This granola bar has peanuts in it! Oh, my God. Why did you eat it? I don't know. It was just there! If I had a gun there, would you have shot yourself? Don't yell at me! I've got to go to the emergency room!",HOWARD,BBT,1,train
2_33,"This-this, no, oh no, no-no-no, this is not,that's-that's not what it is.","Ohh! It's so nice to meet you.  Hello. Hello. Well, Joshua, that 500 was for groceries. What?",RACHEL,FRIENDS,0,train
2_385,"No, I know, but I,he just went on.","May I see your boarding pass? Oh, no, no, I don't have one. I just need to talk to my friend. Oh, oooh. I'm sorry. You are not allowed on the jetway unless you have a boarding pass.",RACHEL,FRIENDS,0,train
1_536,Just the latest copy of Applied Particle Physics quarterly.,Hey Sheldon. Hello Penny. Get anything good?,SHELDON,BBT,1,train
2_351,"No Rose, she is depressed because Marvel had manners on only once a week",Now PERSON is depressed Rose. Do you think she is depressed about Rebecca,DOROTHY,GOLDENGIRLS,1,train
2_352,"No Rose, it stands alone.","What are you seeing? Nightmare on Elm Street 4 Do you have to see 1, 2 and 3 to appreciate it?",DOROTHY,GOLDENGIRLS,1,train
2_8,"It's white plastic, with a handle, and it fits onto a stroller.","I'm doing research for a book, and I was wondering what someone might do if they left a baby on a city bus. Hi, here's the deal. We lost a carseat on a bus today.",JOEY,FRIENDS,0,train
1_410,"Leonard, may I present, live from New Delhi, Dr. and Mrs. V. M. Koothrappali.","Do you really need the Honorary Justice League of American membership card? It's been in every wallet I've owned since I was five. Why? It says, ""Keep this on your person at all times."" It's right here under Batman's signature. and this is Leonard and Sheldon's apartment. Guess whose parents just got broadband.",RAJ,BBT,0,train
1_7089,"How about you? Did you have a fun night? Yeah, we, uh, made gift bags, had wine, and then went online and saw this.","after you had a snootful of this, laddie! Funny. You boys have a nice time? Yeah, it was great. Low-key, like I promised. 
No hanky-panky, no strippers.
Just the guys telling jokes. That's nice.",HOWARD,BBT,1,train
2_210,When are you coming home?,"Well, the biggest news is still you dumping Barry at the altar! Alright. Let's talk reality for a second. Okay.",PERSON,FRIENDS,0,train
1_2778,"Ooh, big talk from a man who was once treed by a chicken.","Don't push me, Sheldon.
I may be small, but I took kung fu when I was 13, and I remember a good deal of it. Oh, really? Well, I grew up with an older brother and a very contentious twin sister. And I believe I could easily best you in any physical confrontation-- be it noogies, swirlies or the classic ""Why are you hitting yourself?""",RAJ,BBT,1,train
2_536,What a baby.,"I mean, you two are-are my… I mean, I'm lucky to have just one good Thanks man. I gotta go check something over here.",CHANDLER,FRIENDS,0,train
2_56,"Uh-huh, well! But umm, still I'm-I'm mad at you.","I knew it, wow!! Wait-wait-wait, wait! Puppies. Cute or ugly? Ohh, so cute.",PHOEBE,FRIENDS,0,train
2_570,"Oh my god, where are all the men?",Hey Ross I was wondering.,CHANDLER,FRIENDS,0,train
1_11924,"All right, Amy's in charge of pricing and being 75.","So, I put stickers on everything we're gonna sell.
We just need help taking it all out to the driveway. Can I be in charge of pricing?
I've been going to garage sales my whole life. Can you believe I got these pantyhose for a nickel?",HOWARD,BBT,1,train
2_450,If only there was something in your head to control the things you say.,"Remember what happened the last time I did an interview for them? I said I write a lot of my own lines, then the writers got mad and made my character fall down the elevator shaft. So who knows what I might say this time.",CHANDLER,FRIENDS,1,train
2_353,"Nothing. It's just old and dingy, that's all.","Oh Monica, listen, I ah, I saw down at the hardware store, they got those designer tiles on sale. If you ever want to redo the bathroom floor. Why, what's wrong with my bathroom floor?",JOEY,FRIENDS,0,train
1_8452,I think I'm gonna go. Thank you for the burrito and the pork rinds and the 20-minute lecture on why monster trucks are better than regular trucks.,"Probably because I didn't read the instructions.
No wrapper's going to tell me what to do. Unless his name is Jay-Z. Is something going on? What do you mean? Well, you're acting all weird.
And I'm pretty weird, so I think I know what I'm talking about. I don't know. Maybe it's all those steroids I've been taking.",PERSON,BBT,1,train
2_425,And did he?,"We couldn't keep our eyes off each other all night and then every once and a while y'know, he'd kinda lean over and stroke my hair and touch my neck. Okay, stop it Phoebe, you're getting me all tingly. All I could think of was y'know, ""Is he gonna kiss me? Is he gonna kiss me?""",MONICA,FRIENDS,0,train
2_315,"I guess you'd know that, being one of the two of us, though, right?","So. I just thought the two of us should hang out for a bit. I mean, you know, we've never really talked.",RACHEL,FRIENDS,1,train
2_454,"Ross umm, there's something that I've got to tell you, there's-there's someone else.","It was dreadful. I felt terrible about how I acted when you said those wonderful things. No, no, that-that, that's all right. Umm, I'm just glad you called.",PERSON,FRIENDS,0,train
1_6211,"No. You mean this was all a ruse? Oh, how could I be so stu...","Oh, no! I can't! Hurry! 
We're running out of time! - Okay. Just do it! Oh, God!
One... two...
three! Trick or treat, bubbeleh. What?
(laughing)",SHELDON,BBT,0,train
2_587,"Oh yes Blanche, about a half hour ago. But now I have hidden her again so you can find her.",Have you found her?,DOROTHY,GOLDENGIRLS,1,train
2_44,"Whoa, maybe I was!","Very life-like and funny. Okay. Oh no-no-no, I wasn't waving at you lady.",JOEY,FRIENDS,0,train
2_434,We can? Ok I am trying that.,You guys can pee standing up.,CHANDLER,FRIENDS,1,train
2_442,No itÕs the rose in the kitchen thing.,"She is miserable. Just to keep me upto speed Dorothy, it is this negligent arson that prospect of spending the rest of her wiening years in jail thing right?",DOROTHY,GOLDENGIRLS,1,train
2_255,It's a musical Rose,What kind of a movie is this Dorothy?,DOROTHY,GOLDENGIRLS,1,train
2_405,I'm supposed to teach a graduate seminar there in ten minutes.,"Okay, that-that's all for today. Oh, uh does anyone know where the Freeman building is? Yeah, it's the new building on Avenue A.",ROSS,FRIENDS,0,train
2_113,"No, no the actual cartoon character .. Of course the baloon.",The most unbelievable thing has happened. Underdog has gotten away.,CHANDLER,FRIENDS,1,train
2_586,"See now that I see crying over, but Bambi, is a cartoon.","You know whats sadder than this? Bambi. I cried for three days with that movie. No wait two, cause on the thrid day my mother killed herself, so I was partly crying for that.",CHANDLER,FRIENDS,1,train
2_416,Were you so late because you were burying this woman?,Ok it was just me and her at the back of the train and I sat at the door so she had to pass by me if she like to switch cars. She was totally at my mercy.,CHANDLER,FRIENDS,1,train
2_154,"Okay, does this look like a garbage can to you?",Nobody respects the bucket! You wouldn't believe what people put in here! Look!,PHOEBE,FRIENDS,0,train
2_465,"No Rose, that you should do.",No more ice-skating And I am not gonna go Niagra falls in a barrel.,DOROTHY,GOLDENGIRLS,1,train
1_11257,Doesn't Professor Abbott's family want any of this stuff?,"You know, I thought cleaning out a dead professor's office was gonna just be boring, but then I found his dentures and realized it's also gross.",HOWARD,BBT,0,train
1_7504,"""To Stuart, your comic book store is out of this world. Just like the guy in this picture was.""","Oh, hey, Stuart, I got you a little souvenir from my trip to space. Well, Howard, that's very nice of you. Yeah, maybe. Open it first. It's my official NASA portrait.",PERSON,BBT,0,train
2_627,"Whoa, whoa, whoa.","What? Y'know, so I don't read as many important books as you do, and I don't write trick poems that seem to be about one thing but are actually about something else. And y'know what, I get excited about stupid stuff, like when I my",PERSON,FRIENDS,0,train
2_15,I'm sorry man there is never a good time to have to .. Stop catching on fire.,"When I had insurance I could get hit by a bus or catch on fire, it wouldn't matter. Now I got to be careful?",CHANDLER,FRIENDS,1,train
2_97,It would be nice to have a little guarantee though.,"Definitely! Yeah, I'm pretty confident about that. That's what makes it so easy for me to be 80% happy for Monica and Chandler!",RACHEL,FRIENDS,1,train
2_187,That's so funny because you look more like Joey Tribbiani man slash woman.,"And this from cry for help department, are you wearing makeup? Yes I am, as of today, I am official Joey Tribbiani actor slash model.",CHANDLER,FRIENDS,1,train
2_303,No thanks Josephine!,"Hey Chandler!, come on in we are knitting pot holders.",CHANDLER,FRIENDS,1,train
2_264,Okay?,"Listen, I'm sorry about that whole thing with Roger. It really wasn't right, and I, and I want to make it up to you, so umm, I brought you something that I think you'll really enjoy. Now, this is just a loan.",PHOEBE,FRIENDS,0,train
1_8052,Like Burt and Ernie. You guys even teach me stuff about words and numbers.,"I swear, that man is the most egotistical, insufferable human being I have ever met. Yeah, but you two make such a cute couple.",PENNY,BBT,1,train
2_484,Yes yes it is! In Prison!!,"Your tailor, is a very bad man. Frankie what are you talking about? Hey, whats going on? Joey' trailer took advantage of me No way, I have been going to the guy for twelve years Oh c'mon, he said he was gonna do my inseam, then he ran his hand, up my leg and then there was definite What? Cupping. That's how they do pants. First they go up they move it over, then they go up the other side and move it back, then they do the rear. What? Ross will you tell them? Isn't that how a tailor measures ?",ROSS,FRIENDS,1,train
2_446,"I'd love to show ya, but I just tucked her in.",Hi Joey. Hey! How you doin'? He has the most amazing Porsche under there!,JOEY,FRIENDS,0,train
2_281,"Ofcourse no Ma, I am referring to Carrey Grant, he is living in the broom closet.","Supposed to study for my French final with a fourteen year old in the house, its hard enough with an eighty year old. Are you referring to me?",DOROTHY,GOLDENGIRLS,1,train
2_248,"I mean, you and I we're just, y'know, we're nothing, we're goofin' around.","Umm, listen there's something I think you should know. Oh, is this about you-you dating the nurse? Yeah, Joey already told me, and I am so-so fine.",CHANDLER,FRIENDS,1,train
1_1803,"- Maybe I heard you wrong. A lot of words sound like ""yoga.""","Leonard. Come, join us. Hey, Dave.
And Penny, what a surprise. Dave was just showing me around the university. This place is unbelievable! I know, I've been offering to show you around for a year and a half. You always said you had yoga.",LEONARD,BBT,1,train
2_270,Hey.,Where'd you get fruit at four in the morning? Went down to the docks. Bet ya didn't know you could get it wholesale. I didn't know there were docks.,JOEY,FRIENDS,0,train
2_163,"Oh boy, I just can't watch. It's too scary!","Oh umm, my big scene is coming up. Big scene coming up. If you said, ""Big lima bean, bubbling up."" Would she understand the difference? Rach? What are you doing?",RACHEL,FRIENDS,1,train
2_12,I studied for a year in Barcelona.,"It's from France .. In Europe .. Western Europe. Y'know umm, a few years ago I actually was backpacking across Western Europe. Really? Uh-hmm,Wait! It gets better. Um, yeah I was in Barcelona.",PERSON,FRIENDS,0,train
1_11006,Maybe it's a good thing we came here. It's like a lesson in what not to do.,"Well, if I do well in sales, I could end up making a lot more money than you. Not a problem. I grew up with a mother who emasculated my father financially and in every other aspect of his life, so... ...really, it's what I think love looks like. I'll be right back. I'm gonna go check on him.",PENNY,BBT,1,train
1_6472,You'd think a winner could make a decent cup of cocoa.,"Then take away his keys and make him wander the streets with the other drunks. You remember Sheldon and Raj and Howard. Not really, no. It's funny, huh, Leonard? Back in school, I was the winner and you were the loser.
And now we're reversed. You're the winner.",SHELDON,BBT,1,train
1_1732,You were right. Your larynx is terribly inflamed. I've never seen anything like it.,Oh no What?,PERSON,BBT,1,train
1_5758,"Oh, I could so see you being the face of hemorrhoids.","It's like a waterfall of liquid gold. My turn. You know, I don't even know what the point of me staying in L.A. is. I haven't gotten a single acting job since I moved out here. The closest I came was last month, I got a callback for a hemorrhoid commercial.",AMY,BBT,1,train
2_376,Me? I am gonna die alone!,Hey Chandler? Monica just broke my sea-shell lamp.,CHANDLER,FRIENDS,1,train
1_8505,"A lane frequented by liars. Like you, you big liar!","I just Googled ""foo-foo little dogs."" (Skype ringing) It's Raj. Stay quiet. (chuckles): Hey!
Bad timing.
Bernadette just took Cinnamon out for a walk. Hmm. Interesting. 
Did they take a walk down Liars' Lane? What?",RAJ,BBT,0,train
1_12202,"No need to. As soon as she flies into California airspace, I'll feel a disturbance in the Force.","Leonard, what time does your mom's plane get in? I don't know-- some time tomorrow morning. Don't you want to know for sure?",LEONARD,BBT,1,train
1_7186,"Not exactly. Listen, if you don't mind, I'm not really up for chatting. I'm just going to sit here quietly and let my life flash before my eyes.","and she makes me Froot Loops. Go with gay story, people are more accepting of that. Actually, Froot Loops just got married to a girl. Congratulations. Thanks, we decided to do it before the launch. You and Mrs. Loops have a big wedding?",HOWARD,BBT,0,train
2_236,"Gee, if only she were one and had no idea what a birthday was.","You can't go away this weekend, its Emma's birthday, we are having a party. Well can't you just have the party when we get back? No, it won't be her real birthday.",CHANDLER,FRIENDS,1,train
2_49,We got a box.,"When that guy was robbing us and I was locked in the entertainment unit for like six hours, do you know what I was doing there in all that time? I was thinking about how I let you down. Yeah. But if I had known what kind of friend you would turn out to be, I wouldn't have worried about it so much. See you around! Wait! Just wait one second. There has to be something that I can do, something. If we still had that entertainment unit, I would get in there for six hours and think about  how I let you down.",JOEY,FRIENDS,0,train
1_11243,I love that you're too good to pee in the kitchen sink.,"Yeah. Tell me those aren't the words of a man with a spider eating its way through his brain. Amy, you're a neuroscientist.
Crack his skull open, spray some Raid in there. I love that you take pride in your looks, even when I have to pee in the morning, and you're in there spending an hour on your hair.",HOWARD,BBT,1,train
2_202,Yeah?,"Uh, okay, Pheebs? Yeah? Umm, y'know how the other day you were talking about how you didn't get to go to London and how you were kinda feeling left out?",PHOEBE,FRIENDS,0,train
2_160,"Because his penis was too big. I am sorry, thatÕs the kind of thing I do.","I am sorry, why did Phoebe and Mike breakup?",CHANDLER,FRIENDS,0,train
1_6113,"So, this spring, I get to go to the International Space Station. Oh, my word, a trip to the heavens.","Now I'm going out tonight. Would it be crazy to ask you to look at the outfit I'm going to wear? Oh, not crazy at all.
And don't beat yourself up. When I was your age, you could have me for a car ride and a bottle of strawberry wine. That will not be in this week's e-mail blast.",HOWARD,BBT,0,train
2_511,"You said you spent all that money because those boots go with skirts, dresses and pants. What do you plan on wearing? A Chicken suit?",And the boots don't really go with it.,CHANDLER,FRIENDS,1,train
2_521,Uh-huh!,I've had better. Okay! When?! All right! All right! It was the best nap ever!,JOEY,FRIENDS,0,train
2_166,But I'm the host!,"This will be your phone. That's great. But uh, I'm not really expecting a lot of calls. No you answer it and take pledges.",JOEY,FRIENDS,0,train
1_9971,I was gonna say we pick up a cake or a pie. But an insult to her faith is always thoughtful.,"We can't show up to your mom's empty-handed. 
We should bring something. I already am.
I'm bringing the gift of knowledge. Oh, boy. Despite what her Bible says, recent archeological studies indicate that although camels are referenced in the Old Testament, they didn't exist in the Middle East until hundreds of years later.",HOWARD,BBT,1,train
2_472,And I just won a million dollars!,"I don't want to be single. I just, I just want to be married again.",CHANDLER,FRIENDS,0,train
2_111,What was that?!,"Rachel is one of my closest friends. Although, being the only one who knows anything about this does makes me feel special. Okay! Okay, stop-stop! Phoebe?! Hey Rach!",RACHEL,FRIENDS,0,train
1_6860,"I'm sorry, it's the bad boy attitude that comes with this hair.","You know, Sheldon, I used to cut my brother's hair. 
I could do it for you. Penny, I know you mean well, offering the skills of the hill folk, but, um, here in town, we don't churn our own butter, we don't make dresses out of gunny sacks, and, uh, we sure as shootin' don't get our hair cut by bottle-blonde... Sheldon, be nice.",SHELDON,BBT,0,train
1_6165,"Yes, there's nothing quite like the slightly widened eyes of mildly startled.","Okay, all right. That one was clever. Skeleton with phosphorous on a zip line. Come on out, merry pranksters. Take a bow. You should've seen your face.",SHELDON,BBT,1,train
2_91,"Alright, I'm gonna go pick up a few things for the trip.","Oh, certainly. That's a combination of Bernoulli's principle and Newton's third law of motion. See? Yeah, that's the same as ""it has something to do with wind"".",MONICA,FRIENDS,0,train
2_125,I mean if you hadn't initiated it I-I-I know I would've.,"Yeah. Listen about that, the whole uh, who came on to who thing really doesn't matter. I mean, I think it would've happened either way.",ROSS,FRIENDS,0,train
1_1466,"Maybe when I publish it, I'll include an inhaler.","Excuse me, Dr. Cooper. I'm Kathy O'Brien. I just finished reading your paper reconciling the black hole information paradox with your theory of string-network condensates, and it just took my breath away.",SHELDON,BBT,1,train
2_286,"And sometimes I would want you to steal third, and I'll go like this.","And sometimes I may be away longer, like this. But I'll still always come back, like this.",CHANDLER,FRIENDS,1,train
2_507,"No, I haven't taken her out of the trunk of the car yet.","Sophia was discharged, is she here?",DOROTHY,GOLDENGIRLS,1,train
2_278,: Yeah.,"I know, it was amazing! I mean, we totally nailed it, it was beautiful. Thank you, listen, thanks a lot Tribbiani, . Oh my God, look at the time, I gotta catch the bus to the ball. Oh well, okay, good luck.",PERSON,FRIENDS,0,train
2_598,"Our balcony? Seriously? That's so funny because I told Monica we should put lights on our balcony. - And she said - ""No no, its too cold, nobody will go out there.""  - I said ""Maybe if we put some lights out there they will"".",After the party I saw Rachel kissing that jerk from her office out on your balcony.,CHANDLER,FRIENDS,1,train
1_2464,"You think ""coffee,"" means coffee. That is so sweet.","Come on. I think it's nice that Captain Sweatpants showed up to your art opening. Yeah, it would have been nicer if he hadn't touched all the cheese. You know, it's kind of early.
Do you want to maybe come in for some coffee? Gee, it's a little late for coffee, isn't it?",PENNY,BBT,1,train
2_11,His cappucino maker.,The only thing we have in common is under the sheets Whats under the sheets?,DOROTHY,GOLDENGIRLS,1,train
1_3911,"That's very thoughtful, but I think I'll finish my coffee first.","And shake twice for Texas. Something his mother taught him. All right, Elizabeth, the bathroom is yours. The seat is down, and has been sanitized for your protection.",PERSON,BBT,0,train
2_48,"Thanks, but I kinda have a problem to deal with here.","I didn't know he could get me fired! What am I going to do? Well y'know Joey, you're a pretty charming guy.",JOEY,FRIENDS,0,train
1_8717,Because you're in the right lane behind a bus and you won't go around it? I'm sure she finds it charming.,Do you think Penny's mad at me?,BERNADETTE,BBT,1,train
2_464,"Oh, uh, no thanks. I just had an M&M.","Hey, you guys the water is great. You should really go in!",CHANDLER,FRIENDS,1,train
1_4352,He does it all the time. He's a cornucopia of social awkwardness.,"Right. That's not true of all bars. Juice bars, for example. Oh! Good point, Amy.
Yeah, building on your premise, Leonard could frequent sushi bars, salad bars, oyster bars, the Apple Genius Bar... What are you doing? Keep going. I'm listening. That was rude.",SHELDON,BBT,0,train
2_398,"Rose, you should sit here and watch her hack herself to death","ma I think you should sit down Dorothy, should I get Sophia a glass of water?",DOROTHY,GOLDENGIRLS,1,train
2_595,I'd miss you if I broke up with you. Just trying to be supportive.,"So Rachel called, wants to see me. Going over in a minute. Wow, what do you think she wants? Well, maybe the crazy fog has lifted and she realizes that life without me a sucks. Its possible, you are very lovable.",CHANDLER,FRIENDS,0,train
2_493,Did you tell her about the magical night that starts with the flush of every toilet?,"So Ross, how was the date the other night?",CHANDLER,FRIENDS,1,train
2_350,"No Rose, I am nervous because Sonny Bono gets elected mayor of Palm Springs, he is gonna make all the postmens wear leather bell bottoms and a fur vest.","They are ain't here yet No, but they should be any minute You seem a little nervous. Oh you're sure I am Are you nervous cause you haven't met Michael's fiancee?",DOROTHY,GOLDENGIRLS,1,train
2_585,"You and I, we're interfacing.","So theoretically we could download our thoughts and our memories into this computer... ... and live forever as a machine! That's so Janine, you-you-you know what, do you know we're doing right now?",ROSS,FRIENDS,0,train
2_45,"Oh ma no, it was a little girl selling girl scout toilets.",Oh fine we will! Is that Paolo?,DOROTHY,GOLDENGIRLS,1,train
2_415,"Chloe, switch with me, there's some guys here that got a crush on you.","Can I help you? Uh-oh. Uh, y'know what, we're having second thoughts about our copying needs. And we'll need a little more time to think about it.",PERSON,FRIENDS,0,train
1_10853,"Okay, sit down. Listen, Emily, what happened between me and Raj was a long time ago. It was,","Uh, listen, Penny, before you start, I just want to apologize for being so rude the other day in my office. No, no. No need to apologize. Excuse me, can I say something? I just love both you guys, and I want you to get along. And when I say love"" I meant as a friend.
And, uh, way too soon, right?",PENNY,BBT,0,train
2_297,"I am sorry, it was a one time thing. I was very drunk and it was someone else's subconscious","You and I were, uh doing it on this table You okay there? I can't belive you two had sex in her dream.",CHANDLER,FRIENDS,1,train
2_626,"Cause all I ever get to do now is pregnant stuff, it just bums me out.","All right, y'know what, we've been talking about London too much haven't we? I'm sorry. It's just 'cause I couldn't be there.",PHOEBE,FRIENDS,0,train
2_234,"See, there you go, the cleansing works!","So, um, will you bring the truck? I'll even let you ring the bell. Oh, my god.",PHOEBE,FRIENDS,0,train
1_11736,"I don't know, perhaps somebody took it off the carousel by mistake?","Mr. and Mrs. Wolowitz? As far as I can tell, your bag arrived in Los Angeles. So, where is it?",PERSON,BBT,0,train
1_9668,"People usually start a meeting with a joke, but you go ahead-- end with one.","We'll come back to that one. This brings us to the final item in our annual State of the Relationship Summit.
Item 29: Valentine's Day. Ah, the worst for last. Hmm. Classic Flakey. Before you get upset, I believe I've come up with a way for us to celebrate the occasion that we both can enjoy.",SHELDON,BBT,0,train
2_339,Thank you.,"I have a question. Umm, I used your pen to draw on my friend's face. A beard and a moustache.",ROSS,FRIENDS,0,train
2_127,"When? Today? Some, not a lot.","Joe? Yeah! Uh, you've had a lot of sex right?",JOEY,FRIENDS,0,train
1_90,"Lois Lane is falling, accelerating at an initial rate of 32 feet per second per second. Superman swoops down to save her by reaching out two arms of steel. Miss Lane, who is now traveling at approximately 120 miles an hour, hits them and is immediately sliced into three equal pieces.","A marathon? How many Superman movies are there? You're kidding, right? I do like the one where Lois Lane falls from the helicopter and Superman swooshes down and catches her. Which one was that? One. You realize that scene was rife with scientific inaccuracy. Yes, I know, men can't fly. Let's assume that they can.",SHELDON,BBT,0,train
1_6020,You just got off the list. Would you like back on it? This'll just take a moment. It's on a five and a quarter inch floppy.,"What differences does it make if Leonard goes to Wil Wheaton's party? Wil Wheaton is Sheldon's mortal enemy. Mortal enemy? Mm-hmm. Sheldon, I know you're a bit of a left-handed monkey wrench, but...
you really have a mortal enemy? In fact, I have 61 of them. Would you like to see the list? Oh, say no, say no, say no, say no.",SHELDON,BBT,1,train
2_213,"Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner?","You owe me 20 bucks. Thank you. Thank you so much! Chandler, here you go, got your traditional Thanksgiving feast, you got your tomato soup, your grilled cheese fixin's, and your family size bag of Funyuns.",RACHEL,FRIENDS,0,train
1_11928,"And if I had a friend, they might have told me that.","All right, Amy's in charge of pricing and being 75. Hey, Penny, can you give me a hand with this? Sure. Aw, we had one of these growing up. I used to play all the time. Oh, yeah? I love Ping-Pong. Oh, I meant beer pong. I had a table, too, but I didn't have any friends, so all I did was serve. You know, you can leave one side up and play against it.",AMY,BBT,0,train
1_11901,"Yeah, good for you, Leonard. That's a lovely little notion. Kind of like, I wish I could talk to my uncle in Chicago. Yeah, now stand back while I invent the telephone. Hello? Oh, hold on. Leonard, it's your uncle. He says you just got burned.","I don't believe it matters what the topic is. What's crucial for a salon is that we conduct the discussion in an elevated and insightful way. 
It's all about the execution. Of course you'd focus on that rather than the inspiration. Uh, new salon topic.
What's more important, an idea or its execution? Oh, that's fun.",SHELDON,BBT,1,train
2_326,Stick to the list.,"Ahh! It wasn't on your list, but hopefully you'll think it's really fun. A scooter!",ROSS,FRIENDS,0,train
1_5581,I gargled with tequila and may have swallowed a teeny bit.,"Hey, have you told your parents you're dating this short glass of skim milk here? Uh... that's different.
First of all, we're not engaged; and second, Indian parents are very protective of their children. Right, right, whereas Jewish mothers take a casual, la-di-da approach to their sons.",SHELDON,BBT,0,train
2_359,"You know once you are inside, you don't have to knock anymore.",Hey Hey,CHANDLER,FRIENDS,1,train
2_246,"Well, it will probably slow me down at first. But once I am used to the extra weight, I ll get back on track.","Oh no no, that's the beauty of it, it goes with everything. You put this on, you are good to go! Hell I have never been good to go, so, what the hell why not try some jewellery huh? Oh man! You are so wearing that bracelet! I so am You have any idea what this will do to your sex life?",CHANDLER,FRIENDS,1,train
2_318,Was it not pain-free?,Did that! Grasp one of the linen strips by its  'easy grab tab' and pull it off in one quick pain free motion. Okay.  Ow!!!!! Ow-oh-oh!,PHOEBE,FRIENDS,1,train
2_53,You're gonna have to tell me how you did that.,"Oh good, you're here. Yeah, and I was worried that it was going to be uncomfortable. I know Mona, just hear me out. First of all, I'm so sorry about my father yelling at you, but I heard you totally held your own.",RACHEL,FRIENDS,0,train
